1,1047
2, 1135
3, 1219
4, 1232
5, 1290
6, 1288
7, 1295
8, 1292
9, 1284
10, 1285
11, 1264
12, 1358
13, 1305
14, 1285
15, 1293
16, 1302
17, 1310
18, 1290
19, 1356
20, 1293
21, 1227
22, 1158
23, 1090
24, 1147
25, 1226
26, 1285
27, 1306
28, 1254
29, 1243
30, 1302
31, 1285
