1,7713
2, 9677
3, 10654
4, 11166
5, 9063
6, 7988
7, 12368
8, 12253
9, 12161
10, 12254
11, 11923
12, 9503
13, 7884
14, 12305
15, 12275
16, 12301
17, 12214
18, 12144
19, 9704
20, 7920
21, 12108
22, 10977
23, 8919
24, 7520
25, 10521
26, 8932
27, 7863
28, 12070
29, 12159
30, 12119
31, 11880
