1,613
2, 615
3, 626
4, 600
5, 618
6, 624
7, 618
8, 652
9, 646
10, 655
11, 637
12, 669
13, 627
14, 630
15, 645
16, 648
17, 661
18, 641
19, 682
20, 666
21, 642
22, 701
23, 699
24, 712
25, 695
26, 705
27, 664
28, 662
29, 683
30, 669
31, 679
