1,34
2, 34
3, 32
4, 34
5, 33
6, 29
7, 34
8, 34
9, 34
10, 36
11, 36
12, 38
13, 39
14, 37
15, 37
16, 37
17, 39
18, 38
19, 36
20, 37
21, 41
22, 36
23, 39
24, 36
25, 35
26, 38
27, 33
28, 37
29, 40
30, 38
31, 37
