1,484
2, 581
3, 662
4, 681
5, 690
6, 715
7, 684
8, 691
9, 697
10, 719
11, 709
12, 685
13, 702
14, 707
15, 697
16, 701
17, 707
18, 695
19, 687
20, 693
21, 653
22, 590
23, 518
24, 596
25, 684
26, 679
27, 684
28, 674
29, 697
30, 709
31, 698
