1,245
2, 253
3, 257
4, 259
5, 255
6, 208
7, 258
8, 284
9, 258
10, 304
11, 383
12, 414
13, 282
14, 280
15, 298
16, 279
17, 289
18, 275
19, 260
20, 210
21, 255
22, 259
23, 230
24, 260
25, 268
26, 262
27, 199
28, 259
29, 259
30, 258
31, 269
