1,476
2, 492
3, 508
4, 508
5, 562
6, 519
7, 498
8, 491
9, 491
10, 488
11, 477
12, 539
13, 488
14, 497
15, 492
16, 473
17, 482
18, 487
19, 539
20, 497
21, 499
22, 494
23, 431
24, 478
25, 524
26, 558
27, 499
28, 503
29, 532
30, 522
31, 495
