1,304
2, 296
3, 285
4, 292
5, 291
6, 282
7, 286
8, 288
9, 284
10, 278
11, 281
12, 292
13, 301
14, 280
15, 286
16, 287
17, 289
18, 283
19, 288
20, 274
21, 272
22, 271
23, 274
24, 274
25, 273
26, 267
27, 279
28, 264
29, 274
30, 288
31, 287
